title,director,year,country,genres,image,synopsis,mubi_url,film_id
Sirât,Oliver Laxe,2025,"France, Morocco","Drama, Thriller",https://assets.mubicdn.net/images/film/301059/image-w448.jpg,"A man and his son arrive at a rave lost in the mountains of Morocco. They are looking for Marina, their daughter and sister, who disappeared months ago at another rave. Driven by fate, they decide to follow a group of ravers in search of one last party, in the hope that Marina will be there.",https://mubi.com/en/films/sirat,301059
Sissy Boy Slap Party,Guy Maddin,2004,Canada,"Short, Avant-Garde, Comedy",https://assets.mubicdn.net/images/film/23780/image-w448.jpg,This film plays like a goofy homage to Kenneth Anger’s Fireworks and Jean Genet as well as some po-faced example of ethnographic documentary.,https://mubi.com/en/films/sissy-boy-slap-party,23780
Sister Midnight,Karan Kandhari,2024,"United Kingdom, India","Comedy, Drama, Horror",https://assets.mubicdn.net/images/film/411572/image-w448.jpg,"Trapped in the hell of coupledom, Uma is transformed into a disturbing and ruthless figure, giving free rein to her own feral impulses.",https://mubi.com/en/films/sister-midnight,411572
Sisters,Brian De Palma,1972,United States,"Horror, Thriller, Mystery",https://assets.mubicdn.net/images/film/377/image-w448.jpg,"Journalist Grace witnesses a murder in the neighboring apartment of two twin sisters. However, when the police find no evidence of the crime, Grace takes things into her own hands. With the help of a private detective, she soon discovers more about the sisters’ relationship than she bargained for.",https://mubi.com/en/films/sisters,377
Sisu: Road to Revenge,Jalmari Helander,2025,"Finland, United States","Action, War",https://assets.mubicdn.net/images/film/454055/image-w448.jpg,"A man returns to dismantle his family’s house, where they were murdered in war, to rebuild it elsewhere. When the killer, a Red Army commander, tracks him down, a brutal cross-country pursuit begins.",https://mubi.com/en/films/sisu-road-to-revenge,454055
Sitcom,François Ozon,1998,France,"Comedy, LGBTQ+, Romance, Horror, Drama",https://assets.mubicdn.net/images/film/24167/image-w448.jpg,"A conventional French family lives in apparent harmony until one day the father brings home a pet rat. One by one, as they come into contact with the rat, each member of the family goes to pieces and their hidden sexual and psychological perversions are exposed.",https://mubi.com/en/films/sitcom,24167
Skate Kitchen,Crystal Moselle,2018,"United States, United Kingdom",Drama,https://assets.mubicdn.net/images/film/189033/image-w448.jpg,"Camille, a reserved teenager, befriends an all-girl, New York City-based skateboarding crew called Skate Kitchen. She falls in with the in-crowd, has a falling-out with her mom, and falls for a mysterious skateboarder, but a relationship with him proves to be trickier to navigate than a kickflip.",https://mubi.com/en/films/skate-kitchen,189033
Skate Story: Shortplay Depth I,Sam Eng,2024,United States,"Fantasy, Sport, Short",https://assets.mubicdn.net/images/film/417896/image-w448.jpg,"In the underworld, demons do not sleep. The moon keeps them awake. Most avoid the harsh moonlight and catch what little rest they can. One demon decides to skate through the underworld to reach the moon. This demon will eat the moon and free itself.",https://mubi.com/en/films/skate-story-shortplay-depth-i,417896
Skin Deep,Alex Schaad,2022,Germany,"Drama, LGBTQ+",https://assets.mubicdn.net/images/film/350982/image-w448.jpg,"Leyla and Tristan seem like a happy young couple, but their relationship is on the rocks. To salvage it, they travel to a remote island and take part in a ritual in which they exchange their body for that of another person. When Leyla refuses to return to her old self, the situation escalates.",https://mubi.com/en/films/skin-deep-2022,350982
Skinamarink,Kyle Edward Ball,2022,Canada,"Horror, Avant-Garde",https://assets.mubicdn.net/images/film/350138/image-w448.jpg,"One night in 1995, 4-year-old Kevin and 6-year-old Kaylee awoke to find their father missing… and the doors and windows of their home gradually disappearing as well. As the hours drag on and the unnerving phenomena pile up, are they truly living a nightmare-and will they ever awaken from it?",https://mubi.com/en/films/skinamarink,350138
Slack Bay,Bruno Dumont,2016,"France, Germany","Comedy, Drama, Mystery",https://assets.mubicdn.net/images/film/134930/image-w448.jpg,"Northern France, 1910. The bourgeois Van Peteghem family return to their towering mansion above ‘Slack Bay’ every summer. An unlikely romance blossoms between the mischievous Bille Van Peteghem and local mussel-gatherer, ‘Ma Loute’. Meanwhile, a series of mysterious disappearances are taking place.",https://mubi.com/en/films/slack-bay,134930
Slacker,Richard Linklater,1990,United States,"Comedy, Drama",https://assets.mubicdn.net/images/film/408/image-w448.jpg,"A day in the life of eccentric young people in 1990s Austin, Texas. In a series of loosely connected vignettes, a merry-go-round of amateur philosophers, jilted lovers, inept criminals, aspiring artists, and whacked-out conspiracy theorists searches for a place in society.",https://mubi.com/en/films/slacker,408
Sleep of the Crow,Tunahan Kurt,2023,Turkey,Drama,https://assets.mubicdn.net/images/film/421274/image-w448.jpg,"Nasip, a sleepwalker haunted by the fear of harming his son İsmail, locks them in separate rooms every night. Tormented by guilt and contemplating suicide, he becomes determined to find a trustworthy family to care for his son.",https://mubi.com/en/films/sleep-of-the-crow,421274
Sleeping Beauty,Julia Leigh,2011,Australia,"Fantasy, Mystery",https://assets.mubicdn.net/images/film/43744/image-w448.jpg,"Death-haunted, quietly reckless, Lucy is a university student who takes a job as a Sleeping Beauty. In the Sleeping Beauty Chamber old men seek an erotic experience that requires Lucy’s absolute submission. But soon she develops an increasing need to know what happens to her when she is asleep.",https://mubi.com/en/films/sleeping-beauty-2011,43744
Sleeping Sickness,Ulrich Köhler,2011,"Germany, France",Drama,https://assets.mubicdn.net/images/film/38337/image-w448.jpg,"German doctor Ebbo and his wife have spent two decades combating an epidemic of sleeping sickness in Cameroon. Soon, they will return to Europe, causing an identity crisis for Ebbo. When a young black doctor travels to Africa to evaluate the efficiency of the program, nothing goes according to plan.",https://mubi.com/en/films/sleeping-sickness,38337
Sleepless Night,Frédéric Jardin,2011,"France, Belgium","Thriller, Crime",https://assets.mubicdn.net/images/film/88357/image-w448.jpg,"A cop races through a packed nightclub, dodging drug dealers, and corrupt cops in a mad chase to rescue his kidnapped son.",https://mubi.com/en/films/sleepless-night,88357
Sleepy,Joaquín Ortega,2012,Spain,"Thriller, Action",https://assets.mubicdn.net/images/film/120050/image-w448.jpg,"Carlos has a disease called “Fatal Familial Insomnia”, which causes degenerative deterioration of his body and mind. An alternative cure is offered to him, which will unveil a story full of deception, pharmaceutical and political interests as well as an intense debate between life and death.",https://mubi.com/en/films/sleepy,120050
Slow,Marija Kavtaradzė,2023,"Lithuania, Spain",Drama,https://assets.mubicdn.net/images/film/318759/image-w448.jpg,"When dancer Elena meets sign language interpreter Dovydas their instant connection bodes well for a romantic relationship. But when Dovydas reveals he’s asexual, their dynamic changes as both try to find a way to be together while fulfilling their respective needs.",https://mubi.com/en/films/slow-2022,318759
Slow Machine,"Paul Felten, Joe DeNardo",2020,United States,Thriller,https://assets.mubicdn.net/images/film/251906/image-w448.jpg,"Stephanie, a vibrant actress, meets Gerard, an NYPD counter-terrorism specialist who’s an aficionado of experimental theater. Flirtation ensues, ends disastrously, and forces Stephanie to the upstate home of musician Eleanor Friedberger, yet this escape is infected by violent memories.",https://mubi.com/en/films/slow-machine,251906
Small Body,Laura Samani,2021,"Italy, France",Drama,https://assets.mubicdn.net/images/film/308031/image-w448.jpg,"Italy, 1900. Agata is a young woman who embarks herself on a desperate journey to reach a mysterious sanctuary to save her daughter’s soul from the eternal damnation of Limbo.",https://mubi.com/en/films/small-body,308031
Small Things Like These,Tim Mielants,2024,"Ireland, Belgium","Drama, History",https://assets.mubicdn.net/images/film/401313/image-w448.jpg,"Bill Furlong toils as a coal merchant to support himself, his wife and his five daughters. Early one morning while out delivering coal at the local convent, he makes a discovery that forces him to confront his past and the complicit silence of a town controlled by the Catholic Church.",https://mubi.com/en/films/small-things-like-these,401313
Smiley Face,Gregg Araki,2007,"United States, Germany","Comedy, Adventure, Cult",https://assets.mubicdn.net/images/film/24281/image-w448.jpg,"With madcap charm and what appears to be a body made entirely of rubber, Anna Faris stars as lazy, out-of-work actress Jane F., who one eventful morning unwittingly scarfs down her spacey roommate’s super-charged pot cupcakes and then sets out to try and replace them before he finds out.",https://mubi.com/en/films/smiley-face,24281
Smog in Your Heart,Lucía Seles,2022,Argentina,"Avant-Garde, Comedy",https://assets.mubicdn.net/images/film/343911/image-w448.jpg,"Five people work at a tennis complex—the owner Manuel, a tennis teacher named La Tenista, new recruit Sergio from San Juan, shy manager Luján, and a dopey accountant Aristegui. Tensions flare as they consider making a pilgrimage to the cathedral of the town of Luján, but don’t actually invite Luján.",https://mubi.com/en/films/smog-en-tu-corazon,343911
Smoke Sauna Sisterhood,Anna Hints,2023,"Estonia, France",Documentary,https://assets.mubicdn.net/images/film/364333/image-w448.jpg,"In southeast Estonia, in a traditional smoke sauna, a group of women from the Võro community come together to cleanse their bodies and share their stories. In observing sauna rituals, these women create space for each other as they each regain the strength they need to face the world outside.",https://mubi.com/en/films/smoke-sauna-sisterhood,364333
Smoking Causes Coughing,Quentin Dupieux,2022,"France, Monaco","Comedy, Fantasy",https://assets.mubicdn.net/images/film/338263/image-w448.jpg,"After a devastating battle against a diabolical giant turtle, five superheroes known as the Tobacco Force are sent on a mandatory week-long retreat to strengthen their decaying group cohesion. Their sojourn goes wonderfully well until Lézardin, Emperor of Evil, decides to annihilate planet Earth.",https://mubi.com/en/films/smoking-causes-coughing,338263
